;tweetid;inaccurate_or_misleadning;stance;senti;hate
3943;1480331372765999106;0;Pro-vaccine;positive;neither
3944;1469928911270150144;0;Pro-vaccine;neutral;neither
3945;1498991619579777024;0;Anti-vaccine;neutral;neither
3946;1435817809737486339;1;Anti-vaccine;positive;neither
3947;1486383398117588995;0;Pro-vaccine;positive;neither
3948;1484966620573450243;0;Anti-vaccine;positive;offensive_language
3949;1499358205893300226;0;Pro-vaccine;negative;hate_speech
3950;1451544062905884675;0;Pro-vaccine;positive;neither
3951;1475316484113063943;0;Pro-vaccine;positive;neither
3952;1493906237657948161;0;Pro-vaccine;positive;neither
3953;1492649609864224769;0;Anti-vaccine;neutral;offensive_language
3954;1496614199295819777;0;Unsure about the vaccine;neutral;neither
3955;1466900363404095490;1;Anti-vaccine;negative;neither
3956;1468347824945471492;0;Anti-vaccine;neutral;neither
3957;1462786092181118980;1;Anti-vaccine;negative;neither
3958;1477462327175831555;1;Anti-vaccine;neutral;neither
3959;1471036763414147077;0;Unsure about the vaccine;negative;offensive_language
3960;1441087873302728705;0;Pro-vaccine;positive;neither
3961;1465272866614779909;0;Anti-vaccine;negative;neither
3962;1487978527475605506;0;Pro-vaccine;negative;neither
3963;1494803097314820096;0;Pro-vaccine;positive;neither
3964;1473963066488287232;0;Pro-vaccine;neutral;offensive_language
3965;1500353803329028098;0;Pro-vaccine;neutral;offensive_language
3966;1489828407177359362;0;Pro-vaccine;negative;neither
3967;1471186033165352970;0;Unsure about the vaccine;negative;neither
3968;1462079703544594439;0;Anti-vaccine;positive;offensive_language
3969;1457875064637075461;0;Unsure about the vaccine;positive;offensive_language
3970;1446599285307494402;0;Pro-vaccine;neutral;neither
3971;1499752815610183681;1;Pro-vaccine;neutral;neither
3972;1501276890778193928;1;Anti-vaccine;neutral;hate_speech
3973;1487123736020979714;0;Pro-vaccine;positive;offensive_language
3974;1462621787381026822;0;Pro-vaccine;negative;offensive_language
3975;1498966555589484544;0;Anti-vaccine;negative;neither
3976;1472221710858530823;0;Pro-vaccine;neutral;neither
3977;1447066758104375296;0;Pro-vaccine;negative;neither
3978;1494713822963195909;0;Pro-vaccine;neutral;offensive_language
3979;1493748270635511809;0;Pro-vaccine;negative;neither
3980;1458776809986834432;0;Pro-vaccine;negative;offensive_language
3981;1509202564595789825;0;Anti-vaccine;positive;offensive_language
3982;1474273020491407361;0;Pro-vaccine;negative;neither
3983;1463127046851219463;0;Pro-vaccine;neutral;neither
3984;1459241542397345796;0;Anti-vaccine;positive;neither
3985;1462786092181118980;1;Anti-vaccine;negative;neither
3986;1435794520852074500;1;Anti-vaccine;neutral;offensive_language
3987;1504487126028591107;1;Anti-vaccine;negative;neither
3988;1446038703827214339;0;Pro-vaccine;neutral;neither
3989;1437774764802707459;0;Anti-vaccine;negative;neither
3990;1472806938761043970;0;Pro-vaccine;positive;neither
3991;1506520384337719298;1;Anti-vaccine;negative;neither
3992;1463209525259898880;0;Unsure about the vaccine;positive;offensive_language
3993;1453003356973277204;0;Anti-vaccine;negative;offensive_language
3994;1451769085688107012;0;Pro-vaccine;negative;neither
3995;1492689183848108040;0;Unsure about the vaccine;negative;neither
3996;1458226714522365959;1;Anti-vaccine;negative;neither
3997;1461554024294105089;1;Anti-vaccine;positive;neither
3998;1509225636048551937;1;Anti-vaccine;negative;neither
3999;1490371190870978567;0;Pro-vaccine;positive;neither
4000;1491876906869923842;0;Pro-vaccine;neutral;neither
4001;1509113253770809349;0;Pro-vaccine;positive;neither
4002;1465505964753399820;0;Pro-vaccine;neutral;neither
4003;1461482828881973248;0;Anti-vaccine;positive;neither
4004;1505259617122758666;0;Anti-vaccine;positive;neither
4005;1508231840041164802;1;Anti-vaccine;positive;neither
4006;1493383097991274499;0;Anti-vaccine;positive;neither
4007;1450101291389173764;1;Anti-vaccine;negative;neither
4008;1466085081387343872;0;Anti-vaccine;negative;neither
4009;1455287773301116929;0;Unsure about the vaccine;negative;neither
4010;1461742881471926274;0;Pro-vaccine;positive;offensive_language
4011;1506996886695149576;0;Pro-vaccine;neutral;neither
4012;1453368379729924105;0;Unsure about the vaccine;negative;neither
4013;1493383097991274499;0;Anti-vaccine;positive;neither
4014;1439219761209036810;0;Pro-vaccine;positive;neither
4015;1479886103415074818;0;Pro-vaccine;positive;neither
4016;1478616526508994564;0;Pro-vaccine;neutral;neither
4017;1460822013191335937;1;Anti-vaccine;neutral;offensive_language
4018;1443528360827572228;0;Anti-vaccine;negative;neither
4019;1493383097991274499;0;Anti-vaccine;positive;neither
4020;1486203249765994496;0;Pro-vaccine;negative;neither
4021;1505785203662331906;0;Pro-vaccine;positive;offensive_language
4022;1457545798867116032;0;Unsure about the vaccine;negative;neither
4023;1446626666772635652;1;Anti-vaccine;positive;neither
4024;1493497866115248130;1;Anti-vaccine;negative;neither
4025;1487608881413238784;0;Pro-vaccine;positive;neither
4026;1503436967652077580;0;Pro-vaccine;positive;neither
4027;1482216426236956675;0;Pro-vaccine;negative;neither
4028;1474383752482758664;0;Pro-vaccine;positive;neither
4029;1505785203662331906;0;Pro-vaccine;positive;offensive_language
4030;1488485328164126720;0;Unsure about the vaccine;neutral;neither
4031;1467320896943575045;0;Pro-vaccine;negative;neither
4032;1477715830028881922;1;Unsure about the vaccine;negative;neither
4033;1506070864072163329;1;Anti-vaccine;positive;neither
4034;1475615031077318658;0;Unsure about the vaccine;positive;neither
4035;1471186306998931457;1;Anti-vaccine;negative;neither
4036;1466342659287662598;1;Anti-vaccine;neutral;neither
4037;1492753760103407617;0;Unsure about the vaccine;negative;offensive_language
4038;1491270057246494721;1;Anti-vaccine;negative;neither
4039;1504726769164697601;0;Pro-vaccine;neutral;neither
4040;1463690047102889985;0;Pro-vaccine;positive;neither
4041;1506850611085852681;1;Anti-vaccine;negative;neither
4042;1445607036364853255;1;Anti-vaccine;neutral;offensive_language
4043;1477687190780092429;0;Pro-vaccine;negative;neither
4044;1503402390992658441;1;Anti-vaccine;neutral;neither
4045;1439112585220018179;0;Unsure about the vaccine;negative;neither
4046;1481881930287448066;1;Unsure about the vaccine;negative;neither
4047;1488304424816570370;1;Anti-vaccine;negative;neither
4048;1504244634163331072;0;Pro-vaccine;positive;neither
4049;1440168503504355329;0;Pro-vaccine;neutral;offensive_language
4050;1438650323619430401;0;Unsure about the vaccine;negative;neither
4051;1474914647589466120;0;Pro-vaccine;neutral;neither
4052;1498231623225327616;0;Anti-vaccine;negative;neither
4053;1471159224151547909;0;Pro-vaccine;negative;neither
4054;1472905746320928777;0;Pro-vaccine;positive;neither
4055;1438652099047436288;0;Unsure about the vaccine;negative;offensive_language
4056;1460464644359811079;1;Anti-vaccine;negative;neither
4057;1452785906134380544;0;Pro-vaccine;positive;offensive_language
4058;1461893698803830788;0;Pro-vaccine;neutral;neither
4059;1460282297182158850;0;Unsure about the vaccine;negative;neither
4060;1449827799955562503;0;Unsure about the vaccine;positive;neither
4061;1487502536353398788;0;Pro-vaccine;negative;neither
4062;1475334837364039681;0;Pro-vaccine;neutral;neither
4063;1487522827624501248;0;Unsure about the vaccine;negative;hate_speech
4064;1473528921622781955;1;Anti-vaccine;negative;neither
4065;1491532977603588097;0;Anti-vaccine;negative;hate_speech
4066;1467716121168158720;0;Pro-vaccine;negative;neither
4067;1466367553182130176;0;Pro-vaccine;positive;neither
4068;1477059164660719623;0;Unsure about the vaccine;positive;offensive_language
4069;1508813556627685383;1;Anti-vaccine;negative;neither
4070;1472223918576615430;0;Pro-vaccine;negative;neither
4071;1452617077462863878;0;Anti-vaccine;negative;neither
4072;1438451832376991744;1;Pro-vaccine;neutral;neither
4073;1503863275943247873;1;Anti-vaccine;positive;neither
4074;1503550846868414465;1;Anti-vaccine;negative;neither
4075;1486861768349532168;0;Pro-vaccine;negative;neither
4076;1485662393124409349;0;Pro-vaccine;positive;neither
4077;1489811474243637248;1;Anti-vaccine;negative;neither
4078;1440101940059385858;1;Pro-vaccine;negative;neither
4079;1470111124133756937;1;Anti-vaccine;positive;neither
4080;1469317895188627461;0;Unsure about the vaccine;negative;offensive_language
4081;1473486942880907265;0;Pro-vaccine;negative;neither
4082;1475739690800193539;0;Pro-vaccine;positive;offensive_language
4083;1476525574549954561;1;Anti-vaccine;negative;neither
4084;1507560014768181252;1;Anti-vaccine;negative;offensive_language
4085;1449262890326839296;0;Unsure about the vaccine;positive;neither
4086;1466835192329474048;1;Anti-vaccine;positive;neither
4087;1489612912360628224;0;Anti-vaccine;negative;neither
4088;1488091652140851201;0;Pro-vaccine;negative;neither
4089;1440440833677819905;0;Pro-vaccine;positive;neither
4090;1484029183416500224;0;Pro-vaccine;negative;neither
4091;1504262471565127686;1;Anti-vaccine;negative;neither
4092;1484080307150241793;0;Anti-vaccine;positive;neither
4093;1477351184453316610;1;Anti-vaccine;negative;neither
4094;1449378896135311362;0;Pro-vaccine;neutral;neither
4095;1451615457304219655;1;Anti-vaccine;negative;neither
4096;1449360483375452169;1;Anti-vaccine;neutral;neither
4097;1506567268628582400;0;Anti-vaccine;neutral;offensive_language
4098;1470804496066482176;0;Pro-vaccine;neutral;neither
4099;1480704877894541313;0;Pro-vaccine;negative;offensive_language
4100;1440577539164946436;0;Pro-vaccine;neutral;neither
4101;1480059899572805634;0;Pro-vaccine;neutral;neither
4102;1450013844714127360;0;Pro-vaccine;positive;offensive_language
4103;1496663825298477058;1;Anti-vaccine;negative;offensive_language
4104;1470598873009868804;0;Pro-vaccine;positive;neither
4105;1508054031117262856;0;Pro-vaccine;negative;neither
4106;1464778181659881476;1;Anti-vaccine;positive;hate_speech
4107;1472634945705324550;1;Unsure about the vaccine;positive;neither
4108;1464609177263816704;1;Anti-vaccine;neutral;hate_speech
4109;1505503522418315266;1;Anti-vaccine;positive;neither
4110;1486459243712679936;0;Anti-vaccine;negative;neither
4111;1476601682859642891;0;Pro-vaccine;neutral;neither
4112;1440428515791282178;1;Anti-vaccine;negative;neither
4113;1507336857280909317;1;Unsure about the vaccine;neutral;neither
4114;1487562792529891329;0;Pro-vaccine;positive;neither
4115;1440087567853031425;0;Pro-vaccine;positive;offensive_language
4116;1496444435760132100;0;Pro-vaccine;positive;neither
4117;1438724339260657667;0;Pro-vaccine;negative;neither
4118;1482774327531556867;0;Pro-vaccine;negative;neither
4119;1472459374400524288;0;Pro-vaccine;negative;neither
4120;1484632822564409355;0;Unsure about the vaccine;positive;neither
4121;1463924980777984001;0;Unsure about the vaccine;neutral;offensive_language
4122;1487878892735983619;0;Pro-vaccine;neutral;neither
4123;1480281924602114050;0;Unsure about the vaccine;positive;neither
4124;1508959358545121286;1;Anti-vaccine;negative;hate_speech
4125;1488309697119621124;1;Anti-vaccine;positive;neither
4126;1493067767972601858;0;Pro-vaccine;negative;neither
4127;1484103059835863042;1;Anti-vaccine;negative;neither
4128;1502244130025779200;1;Unsure about the vaccine;neutral;neither
4129;1499406479664848899;0;Unsure about the vaccine;positive;offensive_language
4130;1491515763143983107;1;Unsure about the vaccine;neutral;neither
4131;1460990562774011914;0;Pro-vaccine;positive;offensive_language
4132;1502203683559251969;0;Pro-vaccine;positive;neither
4133;1461855320959979523;0;Pro-vaccine;neutral;neither
4134;1473839356913668096;0;Anti-vaccine;neutral;neither
4135;1506414373320896512;0;Pro-vaccine;neutral;neither
4136;1498102764395798532;0;Pro-vaccine;neutral;hate_speech
4137;1475912750513672202;1;Anti-vaccine;positive;neither
4138;1450905067909955589;0;Unsure about the vaccine;neutral;neither
4139;1451694859908222976;1;Anti-vaccine;negative;offensive_language
4140;1457918282120507395;0;Pro-vaccine;negative;neither
4141;1490747523304083460;0;Anti-vaccine;negative;offensive_language
4142;1485339014462849024;0;Anti-vaccine;neutral;neither
4143;1484632822564409355;0;Unsure about the vaccine;positive;neither
4144;1463304367054983170;1;Anti-vaccine;negative;neither
4145;1483743761498845188;0;Unsure about the vaccine;positive;neither
4146;1486183183276134407;1;Anti-vaccine;positive;offensive_language
4147;1500029242414878722;1;Anti-vaccine;positive;neither
4148;1476324976164843522;0;Pro-vaccine;neutral;neither
4149;1437353790479425536;0;Pro-vaccine;negative;neither
4150;1471502400661835780;1;Anti-vaccine;positive;neither
4151;1477584016387805191;1;Anti-vaccine;negative;neither
4152;1454681453246169092;1;Pro-vaccine;positive;neither
4153;1466149893140008969;0;Pro-vaccine;negative;neither
4154;1476627523693858833;0;Pro-vaccine;negative;hate_speech
4155;1493210649534554117;0;Pro-vaccine;neutral;neither
4156;1506275314866958337;1;Anti-vaccine;negative;neither
4157;1481057445816455176;1;Anti-vaccine;negative;offensive_language
4158;1495498620824702980;0;Anti-vaccine;positive;neither
4159;1481063914855182338;1;Anti-vaccine;negative;neither
4160;1493431004509450241;0;Anti-vaccine;neutral;offensive_language
4161;1493441146458152960;0;Unsure about the vaccine;negative;neither
4162;1471329675481739264;0;Anti-vaccine;negative;neither
4163;1477884498931027968;1;Anti-vaccine;negative;offensive_language
4164;1489250488272908294;0;Pro-vaccine;positive;neither
4165;1504184606878314501;0;Anti-vaccine;neutral;neither
4166;1455941804113678340;1;Anti-vaccine;negative;offensive_language
4167;1449994614753136643;1;Anti-vaccine;positive;hate_speech
4168;1502323033331191812;0;Pro-vaccine;negative;neither
4169;1497056119365193733;0;Unsure about the vaccine;neutral;neither
4170;1493074997509648388;0;Unsure about the vaccine;positive;offensive_language
4171;1461571210500878336;0;Pro-vaccine;negative;neither
4172;1471821755778015239;1;Anti-vaccine;neutral;neither
4173;1469302537312477187;0;Unsure about the vaccine;negative;neither
4174;1469150109661204480;0;Pro-vaccine;negative;neither
4175;1489369476344786946;0;Pro-vaccine;positive;neither
4176;1509010029915127808;0;Pro-vaccine;negative;hate_speech
4177;1503726181052559370;1;Anti-vaccine;neutral;offensive_language
4178;1496274919319035909;1;Anti-vaccine;neutral;offensive_language
4179;1453268310842355715;0;Anti-vaccine;neutral;neither
4180;1446557298667753491;0;Anti-vaccine;positive;neither
4181;1445138037919342599;1;Anti-vaccine;neutral;neither
4182;1462287912662413317;0;Pro-vaccine;neutral;neither
4183;1464025127423721475;0;Anti-vaccine;neutral;neither
4184;1478678017396428800;0;Unsure about the vaccine;negative;offensive_language
4185;1502072020183531534;0;Unsure about the vaccine;positive;neither
4186;1468496109333065728;1;Anti-vaccine;negative;hate_speech
4187;1493618391718019075;0;Anti-vaccine;positive;offensive_language
4188;1438674172872429569;1;Anti-vaccine;negative;offensive_language
4189;1467678208959078400;0;Pro-vaccine;positive;neither
4190;1457347834148179968;0;Unsure about the vaccine;positive;neither
4191;1507074606171054080;0;Pro-vaccine;neutral;neither
4192;1446823252496617479;1;Anti-vaccine;neutral;neither
4193;1460593956543086593;0;Anti-vaccine;positive;neither
4194;1467388278878146560;0;Pro-vaccine;neutral;neither
4195;1455917987828011014;1;Anti-vaccine;positive;neither
4196;1440997717426192388;0;Pro-vaccine;positive;offensive_language
4197;1455521015971278848;0;Pro-vaccine;negative;hate_speech
4198;1459012419443904514;1;Anti-vaccine;negative;neither
4199;1504116772932259848;0;Pro-vaccine;neutral;neither
4200;1448923398978015273;0;Pro-vaccine;negative;neither
4201;1486196175766269952;0;Pro-vaccine;negative;neither
4202;1461119555338653699;0;Pro-vaccine;positive;neither
4203;1440187838415339527;0;Pro-vaccine;negative;neither
4204;1453410941572239361;0;Pro-vaccine;positive;neither
4205;1467242475731537920;0;Anti-vaccine;negative;offensive_language
4206;1440029041126379523;0;Pro-vaccine;positive;neither
4207;1507497208060559362;0;Unsure about the vaccine;positive;neither
4208;1509269128259031042;0;Unsure about the vaccine;negative;neither
4209;1471812216676573187;0;Pro-vaccine;positive;neither
4210;1496641098726264834;0;Pro-vaccine;negative;neither
4211;1480906212392812552;0;Pro-vaccine;positive;neither
4212;1503209181129572352;0;Pro-vaccine;neutral;hate_speech
4213;1506296182183809025;0;Pro-vaccine;negative;neither
4214;1502712886128521220;0;Anti-vaccine;negative;neither
4215;1448477798922870785;0;Pro-vaccine;neutral;neither
4216;1462100241352560642;0;Anti-vaccine;negative;neither
4217;1509494213767053318;0;Unsure about the vaccine;positive;neither
4218;1453681322048692227;0;Unsure about the vaccine;negative;neither
4219;1448069112589176834;0;Unsure about the vaccine;neutral;neither
4220;1484131859504123904;0;Anti-vaccine;positive;neither
4221;1437073788768686083;0;Pro-vaccine;negative;neither
4222;1436352696911638528;1;Anti-vaccine;negative;neither
4223;1463286113242685445;0;Anti-vaccine;negative;neither
4224;1480906212392812552;0;Pro-vaccine;positive;neither
4225;1485360649085480960;0;Pro-vaccine;positive;neither
4226;1443833070923231249;0;Pro-vaccine;negative;neither
4227;1471248526004953090;1;Unsure about the vaccine;negative;neither
4228;1497443391747297282;0;Pro-vaccine;positive;neither
4229;1478513449374203906;1;Anti-vaccine;neutral;neither
4230;1437793399105638414;0;Pro-vaccine;positive;neither
4231;1448069112589176834;0;Unsure about the vaccine;neutral;neither
4232;1460437907907526664;0;Pro-vaccine;negative;neither
4233;1483514950723129350;0;Pro-vaccine;neutral;neither
4234;1465755414218301448;0;Pro-vaccine;positive;neither
4235;1444624232885981187;0;Pro-vaccine;neutral;neither
4236;1482581353145450499;1;Anti-vaccine;positive;neither
4237;1453914209427902476;0;Pro-vaccine;negative;hate_speech
4238;1479355196257931265;0;Pro-vaccine;negative;neither
4239;1475026832277872640;0;Pro-vaccine;positive;neither
4240;1492034650289618969;0;Anti-vaccine;positive;neither
4241;1451641149563756547;0;Pro-vaccine;neutral;neither
4242;1508944292248801282;0;Pro-vaccine;neutral;neither
4243;1446890154573000704;0;Pro-vaccine;negative;hate_speech
4244;1500636073776807936;0;Pro-vaccine;negative;neither
4245;1490625450833768448;0;Unsure about the vaccine;negative;hate_speech
4246;1472850357671927810;0;Pro-vaccine;positive;neither
4247;1496807142048870403;0;Pro-vaccine;neutral;neither
4248;1446107128947621888;0;Pro-vaccine;positive;offensive_language
4249;1487897982653579267;0;Pro-vaccine;negative;neither
4250;1478183090598121474;0;Pro-vaccine;neutral;neither
4251;1497394444299083782;0;Pro-vaccine;neutral;neither
4252;1468184528040693772;0;Unsure about the vaccine;positive;neither
4253;1490625450833768448;0;Unsure about the vaccine;negative;hate_speech
4254;1507083543247142916;0;Unsure about the vaccine;negative;neither
4255;1470164571499417603;0;Pro-vaccine;neutral;neither
4256;1460560811567419395;0;Unsure about the vaccine;positive;neither
4257;1489707906803060737;0;Anti-vaccine;positive;neither
4258;1474993040519356416;0;Pro-vaccine;positive;offensive_language
4259;1465739526131773442;1;Anti-vaccine;neutral;neither
4260;1497951998452273156;0;Pro-vaccine;positive;neither
4261;1484698421936144387;0;Pro-vaccine;positive;neither
4262;1454318080775974913;0;Pro-vaccine;positive;neither
4263;1472850357671927810;0;Pro-vaccine;positive;neither
4264;1479726635935055873;0;Anti-vaccine;positive;neither
4265;1458588225174487041;0;Pro-vaccine;positive;neither
4266;1462862815073648649;0;Anti-vaccine;positive;neither
4267;1473953288055922691;1;Anti-vaccine;negative;neither
4268;1446943195791646720;0;Unsure about the vaccine;negative;neither
4269;1441657252469903366;0;Pro-vaccine;positive;neither
4270;1439892873038778371;0;Pro-vaccine;positive;offensive_language
4271;1447362924864053249;0;Pro-vaccine;positive;neither
4272;1443018902091489281;0;Pro-vaccine;positive;neither
4273;1495533198012473344;1;Anti-vaccine;positive;neither
4274;1485943006838546434;0;Pro-vaccine;positive;neither
4275;1469529993604653065;1;Anti-vaccine;negative;offensive_language
4276;1497213847689588741;1;Anti-vaccine;positive;neither
4277;1470448142927736839;0;Unsure about the vaccine;positive;hate_speech
4278;1446624177662873600;0;Pro-vaccine;negative;hate_speech
4279;1506450988932157440;1;Anti-vaccine;positive;neither
4280;1451534295567376414;0;Pro-vaccine;positive;neither
4281;1472395547310903297;0;Unsure about the vaccine;neutral;neither
4282;1501090205897748480;0;Pro-vaccine;neutral;neither
4283;1474073892964782085;0;Unsure about the vaccine;negative;neither
4284;1497608574222143493;0;Unsure about the vaccine;positive;hate_speech
4285;1507396674020384787;0;Unsure about the vaccine;positive;neither
4286;1458641425176743939;0;Pro-vaccine;positive;offensive_language
4287;1447877261118648329;0;Pro-vaccine;positive;neither
4288;1438367282816712704;0;Pro-vaccine;neutral;neither
4289;1439280263339544579;0;Pro-vaccine;negative;offensive_language
4290;1499126380130414594;1;Anti-vaccine;negative;neither
4291;1482861304662704128;0;Pro-vaccine;positive;neither
4292;1453221003161751557;0;Pro-vaccine;positive;neither
4293;1466843009069338627;1;Anti-vaccine;negative;neither
4294;1447284414615068683;1;Anti-vaccine;neutral;neither
4295;1475087672708407302;1;Anti-vaccine;positive;neither
4296;1451056815693647874;0;Pro-vaccine;positive;neither
4297;1445845047442911234;1;Anti-vaccine;negative;neither
4298;1444242577503498240;1;Anti-vaccine;positive;neither
4299;1438365290195300354;0;Pro-vaccine;negative;neither
4300;1445514667045138435;1;Anti-vaccine;positive;neither
4301;1481957392883634177;1;Anti-vaccine;positive;neither
4302;1438103141019389954;0;Unsure about the vaccine;neutral;neither
4303;1476017047553327107;1;Anti-vaccine;positive;neither
4304;1491034503397392388;1;Anti-vaccine;neutral;offensive_language
4305;1455546501430657025;1;Anti-vaccine;negative;neither
4306;1482758165137604615;0;Anti-vaccine;negative;neither
4307;1466490478531129344;0;Anti-vaccine;neutral;neither
4308;1454840072776216586;0;Pro-vaccine;positive;neither
4309;1487773802889154562;1;Anti-vaccine;negative;neither
4310;1460394210327203846;1;Pro-vaccine;positive;neither
4311;1491492938081353729;0;Anti-vaccine;negative;neither
4312;1477477296550281216;1;Anti-vaccine;neutral;neither
4313;1477273867353829376;1;Anti-vaccine;neutral;neither
4314;1481065228003872768;0;Unsure about the vaccine;neutral;neither
4315;1490238187893313539;0;Pro-vaccine;positive;neither
4316;1440747307759067136;0;Pro-vaccine;neutral;neither
4317;1454339121976123393;0;Pro-vaccine;neutral;neither
4318;1458345849432559617;0;Pro-vaccine;neutral;neither
4319;1450211273052868612;0;Unsure about the vaccine;positive;neither
4320;1459315788968431618;1;Unsure about the vaccine;negative;offensive_language
4321;1501261271185997830;1;Anti-vaccine;positive;neither
4322;1477949342732681221;0;Pro-vaccine;neutral;neither
4323;1473627494569979909;0;Anti-vaccine;negative;neither
4324;1441470535280611328;0;Unsure about the vaccine;negative;neither
4325;1436249628945625089;0;Pro-vaccine;negative;neither
4326;1473324144783765519;0;Pro-vaccine;positive;neither
4327;1444236312479928322;1;Anti-vaccine;positive;neither
4328;1503278251665653761;0;Pro-vaccine;neutral;neither
4329;1452517101822885889;1;Anti-vaccine;negative;neither
4330;1474937375101009920;0;Pro-vaccine;positive;offensive_language
4331;1471168379000086533;0;Pro-vaccine;positive;neither
4332;1460660056769409028;0;Anti-vaccine;neutral;neither
4333;1494246087217094660;0;Unsure about the vaccine;neutral;neither
4334;1490427598794473472;0;Anti-vaccine;positive;offensive_language
4335;1437426167137583104;0;Pro-vaccine;negative;neither
4336;1487650916329148416;1;Unsure about the vaccine;positive;neither
4337;1482322587296411650;1;Anti-vaccine;negative;neither
4338;1491089395780583425;0;Pro-vaccine;negative;neither
4339;1442323538447253505;0;Unsure about the vaccine;neutral;neither
4340;1465236652989767680;0;Unsure about the vaccine;neutral;neither
4341;1453245623302598657;0;Pro-vaccine;neutral;hate_speech
4342;1449302592828362755;0;Pro-vaccine;negative;neither
4343;1461494832053075978;0;Unsure about the vaccine;neutral;neither
4344;1443165866129076225;1;Anti-vaccine;positive;neither
4345;1487780672156672000;1;Anti-vaccine;positive;neither
4346;1481245211544064001;0;Anti-vaccine;negative;neither
4347;1475815401347031048;0;Pro-vaccine;positive;neither
4348;1445507228966928385;1;Anti-vaccine;negative;neither
4349;1484047300204711937;0;Pro-vaccine;positive;neither
4350;1440098116091318282;1;Anti-vaccine;negative;neither
4351;1444953529752375298;0;Pro-vaccine;negative;neither
4352;1486871968519438342;1;Anti-vaccine;negative;offensive_language
4353;1490055125619986435;0;Anti-vaccine;negative;neither
4354;1450668253374730240;0;Anti-vaccine;neutral;neither
4355;1456080176568176651;0;Unsure about the vaccine;negative;neither
4356;1504558349093900299;0;Unsure about the vaccine;negative;neither
4357;1443757526802001952;1;Anti-vaccine;negative;neither
4358;1451460621405339654;0;Pro-vaccine;negative;neither
4359;1492038988160716800;0;Pro-vaccine;negative;neither
4360;1450513148096696321;0;Pro-vaccine;positive;neither
4361;1453007183008960524;0;Unsure about the vaccine;positive;neither
4362;1481376447097090049;0;Anti-vaccine;negative;neither
4363;1444457448635576322;0;Pro-vaccine;negative;offensive_language
4364;1437938584955146244;0;Pro-vaccine;neutral;neither
4365;1481063289174081545;1;Unsure about the vaccine;positive;neither
4366;1455796953489547264;0;Pro-vaccine;negative;offensive_language
4367;1463232520804188171;0;Pro-vaccine;neutral;neither
4368;1447591829365395460;0;Anti-vaccine;neutral;neither
4369;1443447008849641475;1;Anti-vaccine;negative;neither
4370;1491413945441460232;0;Pro-vaccine;negative;neither
4371;1471666429929869319;0;Anti-vaccine;neutral;hate_speech
4372;1461203895825403910;0;Anti-vaccine;neutral;neither
4373;1467273470002139136;0;Pro-vaccine;positive;neither
4374;1489690682675679232;1;Anti-vaccine;negative;neither
4375;1506740457103147013;0;Pro-vaccine;positive;neither
4376;1487327478318174208;1;Anti-vaccine;negative;neither
4377;1471985486361206790;1;Anti-vaccine;negative;neither
4378;1448849855804289041;0;Anti-vaccine;positive;neither
4379;1462184707450228742;1;Pro-vaccine;negative;neither
4380;1508214219472519169;0;Unsure about the vaccine;negative;neither
4381;1501179829596700677;0;Unsure about the vaccine;positive;neither
4382;1470236202489942020;0;Pro-vaccine;positive;neither
4383;1488921800352452609;1;Anti-vaccine;positive;neither
4384;1487126629000298504;0;Pro-vaccine;positive;offensive_language
4385;1459061498626535424;0;Unsure about the vaccine;positive;neither
4386;1465065704789585924;0;Pro-vaccine;negative;neither
4387;1454986961056378881;0;Pro-vaccine;positive;neither
4388;1504186741024034822;0;Unsure about the vaccine;neutral;neither
4389;1481124037791260674;1;Unsure about the vaccine;negative;neither
4390;1437189765321961474;1;Anti-vaccine;neutral;neither
4391;1490916870475874304;1;Unsure about the vaccine;neutral;neither
4392;1457403727783079942;0;Unsure about the vaccine;positive;neither
4393;1479179543269163009;0;Pro-vaccine;neutral;neither
4394;1470456327688359942;1;Anti-vaccine;negative;offensive_language
4395;1464213441338507264;0;Pro-vaccine;neutral;neither
4396;1444612396006395906;1;Anti-vaccine;negative;offensive_language
4397;1437530395453665280;1;Anti-vaccine;positive;offensive_language
4398;1499383896416337925;1;Anti-vaccine;negative;neither
4399;1464841689957289986;0;Pro-vaccine;negative;neither
4400;1507401012310523906;1;Anti-vaccine;positive;neither
4401;1470579147449765889;0;Unsure about the vaccine;negative;offensive_language
4402;1504415573689749504;1;Anti-vaccine;negative;neither
4403;1474728828706738179;0;Pro-vaccine;positive;neither
4404;1469442533604220928;1;Pro-vaccine;positive;neither
4405;1479717512270991366;1;Anti-vaccine;negative;neither
4406;1468780543571636236;1;Unsure about the vaccine;neutral;hate_speech
4407;1445771223741255691;1;Anti-vaccine;negative;neither
4408;1478737300263739394;0;Anti-vaccine;neutral;neither
4409;1469895234809069569;0;Unsure about the vaccine;negative;offensive_language
4410;1443004829429809155;1;Anti-vaccine;positive;neither
4411;1466707278678089729;0;Unsure about the vaccine;neutral;neither
4412;1493280815123693570;0;Unsure about the vaccine;positive;neither
4413;1462147649499504641;1;Anti-vaccine;positive;neither
4414;1490916870475874304;1;Unsure about the vaccine;neutral;neither
4415;1503779341511106564;1;Anti-vaccine;positive;offensive_language
4416;1486980179725631489;0;Unsure about the vaccine;negative;neither
4417;1470064755964588033;1;Anti-vaccine;negative;offensive_language
4418;1503281022623961093;1;Anti-vaccine;positive;neither
4419;1457963989300744193;0;Unsure about the vaccine;negative;neither
4420;1467891095690383361;0;Unsure about the vaccine;negative;neither
