;tweetid;mid;stance;senti;hate
1915;1237058114983276547;100014;against;negative;neither
1916;1242006092240093184;100014;against;positive;neither
1917;1242161711605415937;100014;against;neutral;neither
1918;1257655535194779648;100014;against;neutral;neither
1919;1261046352664055808;100014;neither;positive;neither
1920;1241443348927221760;100014;against;negative;neither
1921;1244133365034278912;100014;favor;neutral;neither
1922;1237349941158318080;100014;against;neutral;neither
1923;1249697236709228544;100014;against;negative;neither
1924;1259803106554101760;100014;favor;positive;neither
1925;1233345280109633536;100014;favor;positive;neither
1926;1232436444179779585;100014;favor;positive;neither
1927;1245388946370105344;100014;against;positive;neither
1928;1248256343900897281;100014;neither;positive;neither
1929;1236400354771828736;100014;favor;negative;neither
1930;1243175813601808388;100014;favor;positive;neither
1931;1255814917795590146;100014;favor;negative;neither
1932;1230327599152291840;100015;neither;negative;neither
1933;1251099870758350849;100015;against;positive;neither
1934;1264183656396054528;100015;against;positive;neither
1935;1261093719652122626;100015;against;neutral;hate_speech
1936;1348181664850079749;100015;neither;negative;neither
1937;1253452265337188352;100015;against;neutral;neither
1938;1235668432311418882;100015;favor;negative;neither
1939;1222609107284320258;100015;favor;positive;neither
1940;1225078545183072262;100015;favor;positive;offensive_language
1941;1221348254534774789;100015;favor;neutral;neither
1942;1229883796264280072;100015;neither;negative;neither
1943;1222837039936233472;100015;against;neutral;neither
1944;1223180328983986176;100015;favor;negative;offensive_language
1945;1224647672839180288;100015;neither;neutral;neither
1946;1239296341878231046;100015;neither;negative;neither
1947;1224854654573395968;100015;neither;neutral;neither
1948;1224269891852652545;100015;against;positive;neither
1949;1222509784945123328;100015;neither;positive;neither
1950;1221823684056363008;100015;favor;negative;offensive_language
1951;1223154155532976129;100015;against;negative;neither
1952;1243972480999387143;100015;against;neutral;neither
1953;1238222434127527937;100015;neither;neutral;neither
1954;1222710911212736512;100015;favor;negative;neither
1955;1222877375295377410;100015;neither;positive;neither
1956;1237609363751071747;100015;neither;negative;offensive_language
1957;1245389974977069057;100015;against;positive;neither
1958;1237238196913635328;100016;against;positive;neither
1959;1245382980517998593;100016;against;neutral;neither
1960;1253823441553235970;100016;against;positive;neither
1961;1236681496137629696;100016;against;negative;neither
1962;1288326805317771265;100016;against;positive;neither
1963;1249955799629086720;100016;against;positive;neither
1964;1275629465721167872;100016;against;negative;neither
1965;1323113489678979082;100016;favor;positive;neither
1966;1243286687851126792;100016;against;negative;neither
1967;1278729895955365894;100016;favor;neutral;neither
1968;1351066269823471616;100016;against;neutral;neither
1969;1245390249498476544;100016;against;positive;neither
1970;1273923146832379904;100016;against;negative;neither
1971;1249570068033204224;100016;neither;positive;neither
1972;1300418453082386432;100016;against;positive;neither
1973;1264481687104376838;100017;against;negative;neither
1974;1238174015413530626;100017;against;positive;neither
1975;1238828731168362497;100017;against;positive;offensive_language
1976;1252050070335156229;100017;against;negative;neither
1977;1242558292636782592;100017;against;positive;neither
1978;1246207639257661442;100017;against;neutral;neither
1979;1235683155262267399;100017;against;negative;offensive_language
1980;1229986950502895616;100017;against;positive;offensive_language
1981;1238880756304355333;100017;against;positive;neither
1982;1233476882139680768;100017;against;negative;offensive_language
1983;1236378320507289600;100017;against;positive;offensive_language
1984;1250381786443591681;100017;against;negative;hate_speech
1985;1227832995765112832;100017;against;positive;neither
1986;1235593468291891200;100017;against;neutral;neither
1987;1234359491740798976;100017;against;positive;neither
1988;1237892583109476352;100018;against;neutral;neither
1989;1249417226689622017;100018;against;positive;neither
1990;1312263998759301120;100018;favor;negative;neither
1991;1247637838394535939;100018;against;positive;offensive_language
1992;1246364318800773120;100018;against;neutral;neither
1993;1246392050469273600;100018;against;neutral;neither
1994;1238369932666159105;100018;favor;negative;neither
1995;1235321320839221249;100018;favor;neutral;neither
1996;1242385226439036928;100018;neither;neutral;neither
1997;1237826107543560192;100018;favor;positive;neither
1998;1240287060906217474;100018;neither;positive;neither
1999;1347963467429396481;100018;favor;negative;offensive_language
2000;1235153394819641344;100018;favor;negative;offensive_language
2001;1242507141983825920;100018;neither;negative;hate_speech
2002;1242456296227569664;100018;neither;positive;neither
2003;1241797382787887104;100018;against;neutral;neither
2004;1289037183626682373;100018;against;negative;neither
2005;1245391200833724418;100018;neither;neutral;neither
2006;1347936163047251968;100018;favor;negative;neither
2007;1242442886995759115;100018;neither;neutral;hate_speech
2008;1242432196151054337;100018;favor;neutral;neither
2009;1253965843022721024;100019;against;positive;neither
2010;1245208216490909696;100019;against;neutral;neither
2011;1237203812412051457;100019;against;positive;neither
2012;1239286530230943744;100019;against;neutral;offensive_language
2013;1238136860062474240;100019;against;positive;neither
2014;1277223017836404737;100019;against;negative;neither
2015;1238217545284325376;100019;favor;positive;neither
2016;1301265707552985089;100019;against;positive;neither
2017;232167292862074882;100019;favor;negative;hate_speech
2018;1236356568884674560;100019;against;neutral;neither
2019;579264349786611712;100019;neither;negative;neither
2020;1254202187644669952;100019;against;negative;neither
2021;1000378647528656897;100019;neither;negative;neither
2022;579153008837038080;100019;neither;negative;neither
2023;1261559566283743233;100019;against;negative;neither
2024;579166701880627200;100019;neither;negative;neither
2025;1266351277732069377;100019;against;negative;neither
2026;1360950830057332740;100019;favor;positive;neither
2027;1238689956106604545;100019;favor;neutral;neither
2028;1252607883612688387;100019;neither;positive;offensive_language
2029;1237585214752210944;100019;favor;negative;neither
2030;1235949180314476549;100019;favor;negative;hate_speech
2031;1281654875395260416;100019;neither;negative;neither
2032;1234089309399080960;100019;favor;positive;neither
2033;1241945979122667520;100021;against;neutral;neither
2034;1241487658045620224;100021;against;positive;neither
2035;1242513212383297537;100021;against;negative;neither
2036;1245062685168775170;100021;against;positive;offensive_language
2037;1253717748808593410;100021;against;negative;neither
2038;1254134423227858949;100021;against;positive;neither
2039;1238299496976506882;100021;neither;positive;neither
2040;1230540509673852935;100021;neither;negative;neither
2041;1246347179402448901;100021;against;positive;neither
2042;1330135874852544512;100021;neither;negative;neither
2043;1318417720854065153;100021;neither;negative;neither
2044;1243467485812310016;100021;neither;negative;neither
2045;1343173233101709312;100021;neither;negative;neither
2046;1245392069675356160;100021;neither;neutral;neither
2047;1339736845886828549;100021;neither;negative;neither
2048;1243573533193768960;100021;neither;negative;neither
2049;1311939007446573062;100021;against;positive;neither
2050;1259515509969731587;100021;neither;negative;offensive_language
2051;1241139749538148354;100021;against;negative;neither
2052;1238876343036764163;100021;against;negative;neither
2053;1229625017320689664;100021;neither;negative;neither
2054;1238481049795137547;100021;against;negative;neither
2055;1243670344805814272;100021;against;negative;neither
2056;1288997652479315968;100021;neither;neutral;neither
2057;1279416613968605191;100021;neither;positive;neither
2058;1250914831261151234;100022;neither;neutral;neither
2059;1250067644503506946;100022;against;positive;neither
2060;1251289587256868864;100022;against;positive;neither
2061;1245392296092319755;100022;against;positive;neither
2062;1237195375997530114;100022;against;neutral;neither
2063;1238326377289379841;100022;against;neutral;neither
2064;1250733249237827584;100022;against;neutral;neither
2065;1242045809040019457;100022;against;neutral;neither
2066;1238558830532775936;100022;against;neutral;neither
2067;1238147386502860801;100022;favor;negative;neither
2068;1251671935420948482;100022;favor;positive;neither
2069;1243151242194489345;100022;against;positive;neither
2070;1252367215866724352;100022;favor;negative;neither
2071;1240247344131493888;100022;against;negative;neither
2072;1251517138126270465;100022;favor;positive;hate_speech
2073;1228654129834164224;100022;favor;positive;neither
2074;1230216585442418690;100022;neither;negative;neither
2075;1225966590782562304;100022;favor;neutral;neither
2076;1227203242326511622;100022;neither;negative;neither
2077;1289426731720310784;100022;favor;positive;neither
2078;1254723802065301505;100023;against;negative;neither
2079;1250095414075740160;100023;against;positive;neither
2080;1238462241902477315;100023;against;negative;neither
2081;1233146452798472192;100023;against;positive;neither
2082;1232699549606506496;100023;against;negative;neither
2083;1247564453958184961;100023;against;negative;neither
2084;1293623965387194369;100023;against;negative;neither
2085;1245392712607694860;100023;against;positive;neither
2086;1223391621137326080;100023;neither;positive;offensive_language
2087;1223798476171087872;100023;against;neutral;neither
2088;1223375899556569089;100023;against;positive;neither
2089;1221176199373901824;100023;neither;negative;neither
2090;503290244741873664;100023;neither;positive;neither
2091;1220718507438018560;100023;against;negative;hate_speech
2092;1243463212822982658;100023;favor;positive;neither
2093;1238616084351201280;100023;against;positive;neither
2094;1234050519527718912;100023;against;negative;hate_speech
2095;1239201688545890304;100023;against;negative;neither
2096;1237349984720359424;100024;against;neutral;offensive_language
2097;1240695790068092929;100024;against;neutral;neither
2098;1238864279694127104;100024;against;positive;neither
2099;1247754280682967040;100024;against;neutral;neither
2100;1248595791570239490;100024;against;neutral;neither
2101;1245045070547615744;100024;against;neutral;offensive_language
2102;1242378505645699074;100024;against;negative;hate_speech
2103;1239616952705974272;100024;neither;negative;neither
2104;1235980197805031424;100024;against;positive;neither
2105;1247048263292850176;100024;against;positive;neither
2106;1246184111019941889;100024;against;negative;neither
2107;1240509393197826049;100024;favor;positive;neither
2108;1233455552035946496;100024;against;negative;neither
2109;1254519890284666880;100024;against;negative;neither
2110;1308531959614836737;100024;favor;positive;neither
2111;1246818109572464640;100024;against;neutral;neither
2112;1246771829697626113;100024;against;neutral;offensive_language
2113;1343357868154634241;100024;against;positive;neither
2114;1260809956615389184;100024;against;negative;offensive_language
2115;1229748121451876352;100024;neither;neutral;neither
2116;1301190065662513153;100024;against;positive;neither
2117;1250298429864955905;100024;neither;neutral;offensive_language
2118;1255818353920245761;100025;against;positive;neither
2119;1263132110933688320;100025;against;neutral;neither
2120;1293462833582075904;100025;against;neutral;neither
2121;1240228159108284418;100025;against;positive;neither
2122;1246473359916961793;100025;against;negative;hate_speech
2123;1237777430774820866;100025;against;positive;neither
2124;1251563697027403778;100025;against;positive;offensive_language
2125;1244537040613642240;100025;against;positive;neither
2126;1300546403807055873;100025;against;negative;neither
2127;1222405647641088002;100025;against;negative;neither
2128;1237539428022620160;100025;favor;positive;neither
2129;1243017740656525317;100025;neither;negative;offensive_language
2130;1240676347011371015;100025;against;negative;neither
2131;1235689663118991360;100025;against;negative;offensive_language
2132;1237706548798844933;100025;against;negative;neither
2133;1245978319721381888;100025;favor;positive;neither
2134;1248166160111190017;100025;against;negative;neither
2135;1227598229791002625;100025;against;positive;neither
2136;1236990820353540096;100025;against;negative;offensive_language
2137;1244525713794797568;100025;against;positive;neither
2138;1236716314493739008;100025;neither;positive;neither
2139;1242752505643139073;100027;against;positive;neither
2140;1238594453092405249;100027;against;neutral;neither
2141;1247235344816320514;100027;against;neutral;neither
2142;1237867660030775298;100027;against;positive;neither
2143;1275165506492747778;100027;against;negative;hate_speech
2144;1262502343096107010;100027;against;neutral;neither
2145;1251099695440637952;100027;against;positive;neither
2146;1257613718696931328;100027;neither;positive;neither
2147;1251113337498202112;100027;neither;negative;neither
2148;1284830317484756992;100027;neither;neutral;offensive_language
2149;1258075331132522503;100027;against;positive;neither
2150;1270618266709483521;100027;against;neutral;neither
2151;1238562531603513344;100027;against;positive;neither
2152;1251186437656993792;100027;neither;negative;neither
2153;1296934047009120263;100027;against;negative;neither
2154;1264543745225211905;100027;neither;positive;offensive_language
2155;1269828896104632320;100027;against;negative;neither
2156;1241823382448021505;100027;favor;positive;offensive_language
