;tweetid;cretaed_at;category;senti;hate
2817;1275223127123849216;Tue Jun 23 00:24:20 +0000 2020;calling out or correction;negative;hate_speech
2818;1275223367637823488;Tue Jun 23 00:25:18 +0000 2020;sarcasm or satire;negative;neither
2819;1275236744514830336;Tue Jun 23 01:18:27 +0000 2020;fake cure;neutral;neither
2820;1275243170616406017;Tue Jun 23 01:43:59 +0000 2020;calling out or correction;negative;neither
2821;1275245338966794240;Tue Jun 23 01:52:36 +0000 2020;sarcasm or satire;positive;offensive_language
2822;1275246986959052800;Tue Jun 23 01:59:09 +0000 2020;ambiguous or hard to classify;negative;neither
2823;1275247306565009408;Tue Jun 23 02:00:25 +0000 2020;calling out or correction;negative;hate_speech
2824;1275247566750470145;Tue Jun 23 02:01:27 +0000 2020;conspiracy;negative;neither
2825;1275250042304069632;Tue Jun 23 02:11:17 +0000 2020;calling out or correction;positive;neither
2826;1275251639859937281;Tue Jun 23 02:17:38 +0000 2020;fake cure;negative;neither
2827;1275255832331026433;Tue Jun 23 02:34:18 +0000 2020;calling out or correction;neutral;neither
2828;1275259842140069888;Tue Jun 23 02:50:14 +0000 2020;panic buying;negative;neither
2829;1275264432281718790;Tue Jun 23 03:08:28 +0000 2020;calling out or correction;negative;neither
2830;1275271268468764679;Tue Jun 23 03:35:38 +0000 2020;calling out or correction;negative;hate_speech
2831;1275273673210036225;Tue Jun 23 03:45:11 +0000 2020;calling out or correction;positive;neither
2832;1275275516350734338;Tue Jun 23 03:52:31 +0000 2020;true public health response;negative;neither
2833;1275284186253758464;Tue Jun 23 04:26:58 +0000 2020;calling out or correction;negative;neither
2834;1275295803058388993;Tue Jun 23 05:13:07 +0000 2020;calling out or correction;neutral;offensive_language
2835;1275296907800178688;Tue Jun 23 05:17:31 +0000 2020;calling out or correction;negative;neither
2836;1275300323624509440;Tue Jun 23 05:31:05 +0000 2020;calling out or correction;positive;neither
2837;1275310719257456640;Tue Jun 23 06:12:24 +0000 2020;calling out or correction;negative;neither
2838;1275315149088292865;Tue Jun 23 06:30:00 +0000 2020;false fact or prevention;positive;neither
2839;1275318421803204609;Tue Jun 23 06:43:00 +0000 2020;calling out or correction;negative;offensive_language
2840;1275321708606603264;Tue Jun 23 06:56:04 +0000 2020;calling out or correction;negative;neither
2841;1275322339446710274;Tue Jun 23 06:58:34 +0000 2020;calling out or correction;negative;neither
2842;1275324129596432384;Tue Jun 23 07:05:41 +0000 2020;sarcasm or satire;positive;offensive_language
2843;1275325486336339969;Tue Jun 23 07:11:05 +0000 2020;false fact or prevention;positive;neither
2844;1275327561158049792;Tue Jun 23 07:19:19 +0000 2020;false fact or prevention;neutral;neither
2845;1275333766123106304;Tue Jun 23 07:43:59 +0000 2020;fake cure;positive;neither
2846;1275335626447966209;Tue Jun 23 07:51:22 +0000 2020;true public health response;neutral;neither
2847;1275337642708627456;Tue Jun 23 07:59:23 +0000 2020;politics;negative;neither
2848;1275338000847613952;Tue Jun 23 08:00:48 +0000 2020;false fact or prevention;positive;neither
2849;1275341455343616007;Tue Jun 23 08:14:32 +0000 2020;calling out or correction;negative;neither
2850;1275341823725232128;Tue Jun 23 08:16:00 +0000 2020;false fact or prevention;positive;offensive_language
2851;1275345347456299008;Tue Jun 23 08:30:00 +0000 2020;true public health response;neutral;hate_speech
2852;1275346630196072448;Tue Jun 23 08:35:06 +0000 2020;fake cure;positive;neither
2853;1275348070151012354;Tue Jun 23 08:40:49 +0000 2020;false fact or prevention;neutral;neither
2854;1275351538240798721;Tue Jun 23 08:54:36 +0000 2020;calling out or correction;negative;neither
2855;1275354226986758145;Tue Jun 23 09:05:17 +0000 2020;false fact or prevention;positive;neither
2856;1275358370661310466;Tue Jun 23 09:21:45 +0000 2020;politics;negative;neither
2857;1275360966746619904;Tue Jun 23 09:32:04 +0000 2020;false fact or prevention;positive;neither
2858;1275362048382205958;Tue Jun 23 09:36:22 +0000 2020;conspiracy;negative;offensive_language
2859;1275364989738639360;Tue Jun 23 09:48:03 +0000 2020;false fact or prevention;positive;neither
2860;1275365207578161152;Tue Jun 23 09:48:55 +0000 2020;calling out or correction;neutral;neither
2861;1275365719287517185;Tue Jun 23 09:50:57 +0000 2020;calling out or correction;negative;hate_speech
2862;1275365826162556928;Tue Jun 23 09:51:22 +0000 2020;calling out or correction;neutral;neither
2863;1275366683033690112;Tue Jun 23 09:54:47 +0000 2020;conspiracy;negative;neither
2864;1275367039813578752;Tue Jun 23 09:56:12 +0000 2020;fake cure;positive;neither
2865;1275374106267906049;Tue Jun 23 10:24:16 +0000 2020;sarcasm or satire;positive;neither
2866;1275380202550562823;Tue Jun 23 10:48:30 +0000 2020;false fact or prevention;positive;neither
2867;1275380612761698304;Tue Jun 23 10:50:08 +0000 2020;calling out or correction;negative;neither
2868;1275383121593106432;Tue Jun 23 11:00:06 +0000 2020;commercial activity or promotion;positive;neither
2869;1275389766901608449;Tue Jun 23 11:26:30 +0000 2020;calling out or correction;negative;offensive_language
2870;1275391018125258752;Tue Jun 23 11:31:28 +0000 2020;sarcasm or satire;positive;neither
2871;1275391734890090497;Tue Jun 23 11:34:19 +0000 2020;fake cure;positive;neither
2872;1275393989001252864;Tue Jun 23 11:43:17 +0000 2020;false fact or prevention;positive;neither
2873;1275394869456973824;Tue Jun 23 11:46:47 +0000 2020;false fact or prevention;positive;neither
2874;1275396114011873280;Tue Jun 23 11:51:43 +0000 2020;politics;negative;neither
2875;1275397838038597633;Tue Jun 23 11:58:34 +0000 2020;conspiracy;negative;neither
2876;1275397971807555589;Tue Jun 23 11:59:06 +0000 2020;calling out or correction;positive;neither
2877;1275398195644792832;Tue Jun 23 12:00:00 +0000 2020;fake treatment;positive;neither
2878;1275400138668666880;Tue Jun 23 12:07:43 +0000 2020;calling out or correction;positive;neither
2879;1275400814077624320;Tue Jun 23 12:10:24 +0000 2020;calling out or correction;positive;neither
2880;1275401004410966025;Tue Jun 23 12:11:09 +0000 2020;calling out or correction;negative;neither
2881;1275402782665834496;Tue Jun 23 12:18:13 +0000 2020;calling out or correction;negative;neither
2882;1275403211931881472;Tue Jun 23 12:19:56 +0000 2020;calling out or correction;negative;hate_speech
2883;1275403660793540610;Tue Jun 23 12:21:43 +0000 2020;calling out or correction;negative;neither
2884;1275405172244541440;Tue Jun 23 12:27:43 +0000 2020;calling out or correction;positive;hate_speech
2885;1275406179745894404;Tue Jun 23 12:31:43 +0000 2020;true prevention;positive;neither
2886;1275407317488582659;Tue Jun 23 12:36:15 +0000 2020;emergency;negative;neither
2887;1275408253086658563;Tue Jun 23 12:39:58 +0000 2020;fake treatment;positive;neither
2888;1275408538911641602;Tue Jun 23 12:41:06 +0000 2020;sarcasm or satire;neutral;neither
2889;1275409288232685568;Tue Jun 23 12:44:04 +0000 2020;fake cure;positive;neither
2890;1275409520626487297;Tue Jun 23 12:45:00 +0000 2020;calling out or correction;negative;neither
2891;1275415058496008194;Tue Jun 23 13:07:00 +0000 2020;false fact or prevention;positive;offensive_language
2892;1275415879866605569;Tue Jun 23 13:10:16 +0000 2020;sarcasm or satire;positive;offensive_language
2893;1275418363129294849;Tue Jun 23 13:20:08 +0000 2020;calling out or correction;negative;neither
2894;1275418845080178688;Tue Jun 23 13:22:03 +0000 2020;calling out or correction;neutral;offensive_language
2895;1275421004735541249;Tue Jun 23 13:30:38 +0000 2020;calling out or correction;negative;neither
2896;1275422194873634816;Tue Jun 23 13:35:22 +0000 2020;calling out or correction;negative;neither
2897;1275422213571780608;Tue Jun 23 13:35:26 +0000 2020;calling out or correction;positive;neither
2898;1275425898846535681;Tue Jun 23 13:50:05 +0000 2020;fake cure;neutral;neither
2899;1275425915137187841;Tue Jun 23 13:50:09 +0000 2020;sarcasm or satire;positive;offensive_language
2900;1275427826599108608;Tue Jun 23 13:57:44 +0000 2020;calling out or correction;negative;neither
2901;1275428166266425344;Tue Jun 23 13:59:05 +0000 2020;calling out or correction;negative;offensive_language
2902;1275429512243752961;Tue Jun 23 14:04:26 +0000 2020;sarcasm or satire;negative;neither
2903;1275431786957307907;Tue Jun 23 14:13:29 +0000 2020;ambiguous or hard to classify;positive;neither
2904;1275436966973079557;Tue Jun 23 14:34:04 +0000 2020;false fact or prevention;positive;neither
2905;1275437430120738816;Tue Jun 23 14:35:54 +0000 2020;calling out or correction;positive;neither
2906;1275437734836895745;Tue Jun 23 14:37:07 +0000 2020;true prevention;positive;neither
2907;1275439602220675072;Tue Jun 23 14:44:32 +0000 2020;politics;negative;neither
2908;1275440309724344321;Tue Jun 23 14:47:21 +0000 2020;calling out or correction;negative;neither
2909;1275444572101857282;Tue Jun 23 15:04:17 +0000 2020;true prevention;positive;neither
2910;1275445915407376384;Tue Jun 23 15:09:37 +0000 2020;calling out or correction;negative;neither
2911;1275448034386513920;Tue Jun 23 15:18:02 +0000 2020;emergency;positive;neither
2912;1275448593831260162;Tue Jun 23 15:20:16 +0000 2020;calling out or correction;negative;hate_speech
2913;1275449534005551104;Tue Jun 23 15:24:00 +0000 2020;calling out or correction;neutral;neither
2914;1275452835182678025;Tue Jun 23 15:37:07 +0000 2020;sarcasm or satire;negative;neither
2915;1275454059881934848;Tue Jun 23 15:41:59 +0000 2020;sarcasm or satire;negative;neither
2916;1275455210815549443;Tue Jun 23 15:46:33 +0000 2020;news;negative;neither
2917;1275456870560477184;Tue Jun 23 15:53:09 +0000 2020;calling out or correction;negative;neither
2918;1275457580643635201;Tue Jun 23 15:55:58 +0000 2020;conspiracy;positive;neither
2919;1275458613323202560;Tue Jun 23 16:00:04 +0000 2020;true prevention;neutral;neither
2920;1275458650983682050;Tue Jun 23 16:00:13 +0000 2020;conspiracy;negative;neither
2921;1275462008452927488;Tue Jun 23 16:13:34 +0000 2020;calling out or correction;negative;neither
2922;1275466105360773123;Tue Jun 23 16:29:51 +0000 2020;false fact or prevention;negative;neither
2923;1275466660737155074;Tue Jun 23 16:32:03 +0000 2020;calling out or correction;negative;neither
2924;1275467095963295747;Tue Jun 23 16:33:47 +0000 2020;calling out or correction;positive;neither
2925;1275467151172870144;Tue Jun 23 16:34:00 +0000 2020;calling out or correction;negative;neither
2926;1275471132452442112;Tue Jun 23 16:49:49 +0000 2020;calling out or correction;negative;offensive_language
2927;1275472975131631617;Tue Jun 23 16:57:09 +0000 2020;false fact or prevention;negative;neither
2928;1275474567843192832;Tue Jun 23 17:03:28 +0000 2020;calling out or correction;positive;offensive_language
2929;1275475837974913025;Tue Jun 23 17:08:31 +0000 2020;false fact or prevention;positive;neither
2930;1275477014367965186;Tue Jun 23 17:13:12 +0000 2020;calling out or correction;negative;neither
2931;1275477024161722368;Tue Jun 23 17:13:14 +0000 2020;sarcasm or satire;positive;neither
2932;1275477275316633600;Tue Jun 23 17:14:14 +0000 2020;sarcasm or satire;positive;neither
2933;1275477666083282946;Tue Jun 23 17:15:47 +0000 2020;politics;negative;neither
2934;1275478328468619264;Tue Jun 23 17:18:25 +0000 2020;false fact or prevention;negative;neither
2935;1275478938010050560;Tue Jun 23 17:20:50 +0000 2020;sarcasm or satire;negative;neither
2936;1275479777890230274;Tue Jun 23 17:24:10 +0000 2020;calling out or correction;negative;neither
2937;1275481519272783872;Tue Jun 23 17:31:06 +0000 2020;sarcasm or satire;negative;hate_speech
2938;1275481652546826240;Tue Jun 23 17:31:37 +0000 2020;fake cure;neutral;neither
2939;1275481655105339392;Tue Jun 23 17:31:38 +0000 2020;calling out or correction;positive;neither
2940;1275482568205320193;Tue Jun 23 17:35:16 +0000 2020;calling out or correction;positive;neither
2941;1275489452568334339;Tue Jun 23 18:02:37 +0000 2020;calling out or correction;negative;neither
2942;1275492079490289667;Tue Jun 23 18:13:03 +0000 2020;emergency;negative;neither
2943;1275493729328078849;Tue Jun 23 18:19:37 +0000 2020;false fact or prevention;positive;neither
2944;1275495058880581632;Tue Jun 23 18:24:54 +0000 2020;conspiracy;negative;neither
2945;1275495693390450690;Tue Jun 23 18:27:25 +0000 2020;calling out or correction;neutral;neither
2946;1275496077806972930;Tue Jun 23 18:28:57 +0000 2020;calling out or correction;negative;neither
2947;1275497019398934528;Tue Jun 23 18:32:41 +0000 2020;calling out or correction;negative;neither
2948;1275500490248400897;Tue Jun 23 18:46:29 +0000 2020;sarcasm or satire;negative;neither
2949;1275502625740460032;Tue Jun 23 18:54:58 +0000 2020;ambiguous or hard to classify;positive;neither
2950;1275504311519211520;Tue Jun 23 19:01:40 +0000 2020;calling out or correction;positive;neither
2951;1275505405066653697;Tue Jun 23 19:06:00 +0000 2020;calling out or correction;negative;neither
2952;1275506952882098176;Tue Jun 23 19:12:09 +0000 2020;calling out or correction;positive;hate_speech
2953;1275510998590468100;Tue Jun 23 19:28:14 +0000 2020;true prevention;positive;neither
2954;1275511454469369856;Tue Jun 23 19:30:03 +0000 2020;true prevention;positive;neither
2955;1275522353854906368;Tue Jun 23 20:13:21 +0000 2020;sarcasm or satire;positive;offensive_language
2956;1275523302254133248;Tue Jun 23 20:17:07 +0000 2020;conspiracy;positive;neither
2957;1275523308147138560;Tue Jun 23 20:17:09 +0000 2020;calling out or correction;neutral;offensive_language
2958;1275523364107452417;Tue Jun 23 20:17:22 +0000 2020;calling out or correction;negative;neither
2959;1275524787368943616;Tue Jun 23 20:23:02 +0000 2020;conspiracy;negative;hate_speech
2960;1275525477688463361;Tue Jun 23 20:25:46 +0000 2020;fake cure;positive;neither
2961;1275525849324929024;Tue Jun 23 20:27:15 +0000 2020;fake cure;neutral;neither
2962;1275531178444029956;Tue Jun 23 20:48:25 +0000 2020;politics;positive;neither
2963;1275532449859219464;Tue Jun 23 20:53:28 +0000 2020;calling out or correction;negative;neither
2964;1275535491727798272;Tue Jun 23 21:05:34 +0000 2020;sarcasm or satire;positive;neither
2965;1275539330707206145;Tue Jun 23 21:20:49 +0000 2020;calling out or correction;negative;neither
2966;1275540176048132103;Tue Jun 23 21:24:11 +0000 2020;conspiracy;negative;neither
2967;1275545781521580035;Tue Jun 23 21:46:27 +0000 2020;calling out or correction;neutral;offensive_language
2968;1275546106131349504;Tue Jun 23 21:47:44 +0000 2020;calling out or correction;positive;hate_speech
2969;1275549546265837568;Tue Jun 23 22:01:25 +0000 2020;false fact or prevention;positive;neither
2970;1275549767565815810;Tue Jun 23 22:02:17 +0000 2020;calling out or correction;positive;offensive_language
2971;1275553396964175873;Tue Jun 23 22:16:43 +0000 2020;politics;positive;neither
2972;1275554119856590848;Tue Jun 23 22:19:35 +0000 2020;ambiguous or hard to classify;negative;offensive_language
2973;1275555036781842432;Tue Jun 23 22:23:14 +0000 2020;calling out or correction;negative;offensive_language
2974;1275555548180680711;Tue Jun 23 22:25:16 +0000 2020;false fact or prevention;positive;neither
2975;1275557067714031616;Tue Jun 23 22:31:18 +0000 2020;calling out or correction;negative;offensive_language
2976;1275561091431641089;Tue Jun 23 22:47:17 +0000 2020;calling out or correction;positive;hate_speech
2977;1275568516024823809;Tue Jun 23 23:16:47 +0000 2020;calling out or correction;negative;neither
2978;1275575863032020992;Tue Jun 23 23:45:59 +0000 2020;calling out or correction;positive;offensive_language
2979;1275578028249284610;Tue Jun 23 23:54:35 +0000 2020;calling out or correction;positive;neither
2980;1275582203334815744;Wed Jun 24 00:11:11 +0000 2020;politics;negative;hate_speech
2981;1275584854822752256;Wed Jun 24 00:21:43 +0000 2020;calling out or correction;positive;offensive_language
2982;1275586887298830338;Wed Jun 24 00:29:47 +0000 2020;conspiracy;negative;neither
2983;1275587764394831874;Wed Jun 24 00:33:16 +0000 2020;calling out or correction;positive;neither
2984;1275592552998035456;Wed Jun 24 00:52:18 +0000 2020;sarcasm or satire;positive;neither
2985;1275599596341923840;Wed Jun 24 01:20:17 +0000 2020;fake treatment;positive;neither
2986;1275600004988764160;Wed Jun 24 01:21:55 +0000 2020;false fact or prevention;positive;offensive_language
2987;1275601328232783873;Wed Jun 24 01:27:10 +0000 2020;politics;negative;hate_speech
2988;1275601876189351936;Wed Jun 24 01:29:21 +0000 2020;sarcasm or satire;negative;offensive_language
2989;1275605477146144769;Wed Jun 24 01:43:40 +0000 2020;false fact or prevention;positive;offensive_language
2990;1275609645785235457;Wed Jun 24 02:00:13 +0000 2020;false fact or prevention;negative;offensive_language
2991;1275611128727560194;Wed Jun 24 02:06:07 +0000 2020;calling out or correction;negative;neither
2992;1275619353669406721;Wed Jun 24 02:38:48 +0000 2020;calling out or correction;negative;neither
2993;1275624244580237312;Wed Jun 24 02:58:14 +0000 2020;calling out or correction;negative;hate_speech
2994;1275627943436464134;Wed Jun 24 03:12:56 +0000 2020;calling out or correction;negative;neither
2995;1275632255076126721;Wed Jun 24 03:30:04 +0000 2020;calling out or correction;neutral;neither
2996;1275632386206691328;Wed Jun 24 03:30:35 +0000 2020;calling out or correction;positive;neither
2997;1275632564657459200;Wed Jun 24 03:31:18 +0000 2020;calling out or correction;negative;offensive_language
2998;1275633646121234432;Wed Jun 24 03:35:36 +0000 2020;calling out or correction;negative;neither
2999;1275634465986023424;Wed Jun 24 03:38:51 +0000 2020;calling out or correction;negative;neither
3000;1275635073568722950;Wed Jun 24 03:41:16 +0000 2020;calling out or correction;negative;neither
3001;1275641768319557634;Wed Jun 24 04:07:52 +0000 2020;calling out or correction;negative;neither
3002;1275643384590458881;Wed Jun 24 04:14:17 +0000 2020;calling out or correction;positive;neither
3003;1275645975399403523;Wed Jun 24 04:24:35 +0000 2020;conspiracy;negative;neither
3004;1275647038051450880;Wed Jun 24 04:28:48 +0000 2020;calling out or correction;negative;neither
3005;1275647411172577280;Wed Jun 24 04:30:17 +0000 2020;conspiracy;negative;neither
3006;1275647945887621121;Wed Jun 24 04:32:25 +0000 2020;true public health response;positive;neither
3007;1275648095267717127;Wed Jun 24 04:33:00 +0000 2020;calling out or correction;negative;neither
3008;1275657139126702093;Wed Jun 24 05:08:57 +0000 2020;sarcasm or satire;neutral;neither
3009;1275661489731485697;Wed Jun 24 05:26:14 +0000 2020;calling out or correction;negative;offensive_language
3010;1275671239365926913;Wed Jun 24 06:04:58 +0000 2020;conspiracy;neutral;offensive_language
3011;1275675209429921793;Wed Jun 24 06:20:45 +0000 2020;calling out or correction;negative;offensive_language
3012;1275678936056369153;Wed Jun 24 06:35:33 +0000 2020;politics;negative;hate_speech
3013;1275682661915340800;Wed Jun 24 06:50:22 +0000 2020;false fact or prevention;positive;neither
3014;1275685087489609728;Wed Jun 24 07:00:00 +0000 2020;emergency;positive;neither
3015;1275691890218860547;Wed Jun 24 07:27:02 +0000 2020;irrelevant;positive;neither
3016;1275692161741262849;Wed Jun 24 07:28:07 +0000 2020;false fact or prevention;positive;neither
3017;1275695289232510978;Wed Jun 24 07:40:32 +0000 2020;calling out or correction;negative;neither
3018;1275697549970673664;Wed Jun 24 07:49:31 +0000 2020;false fact or prevention;neutral;neither
3019;1275698935772909575;Wed Jun 24 07:55:02 +0000 2020;calling out or correction;neutral;neither
3020;1275700070042779650;Wed Jun 24 07:59:32 +0000 2020;false fact or prevention;positive;neither
3021;1275712752900812801;Wed Jun 24 08:49:56 +0000 2020;calling out or correction;neutral;neither
3022;1275719021720190981;Wed Jun 24 09:14:51 +0000 2020;calling out or correction;neutral;neither
3023;1275723119362215936;Wed Jun 24 09:31:08 +0000 2020;calling out or correction;negative;neither
3024;1275723804858294272;Wed Jun 24 09:33:51 +0000 2020;calling out or correction;positive;neither
3025;1275725315969617921;Wed Jun 24 09:39:51 +0000 2020;false fact or prevention;positive;neither
3026;1275725487902425093;Wed Jun 24 09:40:32 +0000 2020;ambiguous or hard to classify;negative;neither
3027;1275733660298358785;Wed Jun 24 10:13:01 +0000 2020;calling out or correction;negative;offensive_language
3028;1275734727304110084;Wed Jun 24 10:17:15 +0000 2020;ambiguous or hard to classify;negative;offensive_language
3029;1275739818660515841;Wed Jun 24 10:37:29 +0000 2020;false fact or prevention;negative;hate_speech
3030;1275742481179570176;Wed Jun 24 10:48:04 +0000 2020;sarcasm or satire;positive;neither
3031;1275743414227795968;Wed Jun 24 10:51:46 +0000 2020;sarcasm or satire;positive;neither
3032;1275744039510433792;Wed Jun 24 10:54:15 +0000 2020;calling out or correction;negative;offensive_language
3033;1275745930730516480;Wed Jun 24 11:01:46 +0000 2020;ambiguous or hard to classify;positive;neither
3034;1275750522155401216;Wed Jun 24 11:20:01 +0000 2020;true prevention;positive;offensive_language
3035;1275751002625507328;Wed Jun 24 11:21:55 +0000 2020;politics;positive;neither
3036;1275753800817455104;Wed Jun 24 11:33:03 +0000 2020;conspiracy;negative;offensive_language
3037;1275762721846419457;Wed Jun 24 12:08:30 +0000 2020;fake cure;neutral;neither
3038;1275763316472680449;Wed Jun 24 12:10:51 +0000 2020;calling out or correction;positive;neither
3039;1275763831604576256;Wed Jun 24 12:12:54 +0000 2020;politics;negative;neither
3040;1275766272177864710;Wed Jun 24 12:22:36 +0000 2020;irrelevant;positive;neither
3041;1275768632333795328;Wed Jun 24 12:31:59 +0000 2020;politics;positive;neither
3042;1275771290687803392;Wed Jun 24 12:42:33 +0000 2020;calling out or correction;positive;offensive_language
3043;1275773036235350022;Wed Jun 24 12:49:29 +0000 2020;calling out or correction;negative;neither
3044;1275779102683926529;Wed Jun 24 13:13:35 +0000 2020;ambiguous or hard to classify;positive;neither
3045;1275779559833640960;Wed Jun 24 13:15:24 +0000 2020;conspiracy;positive;neither
3046;1275780044376309761;Wed Jun 24 13:17:20 +0000 2020;calling out or correction;positive;hate_speech
3047;1275781940180852741;Wed Jun 24 13:24:52 +0000 2020;politics;negative;neither
3048;1275782993618092036;Wed Jun 24 13:29:03 +0000 2020;calling out or correction;negative;offensive_language
3049;1275785864384262145;Wed Jun 24 13:40:27 +0000 2020;calling out or correction;positive;neither
3050;1275788713964994561;Wed Jun 24 13:51:47 +0000 2020;ambiguous or hard to classify;negative;neither
3051;1275789560555896832;Wed Jun 24 13:55:08 +0000 2020;calling out or correction;negative;neither
3052;1275791307500388353;Wed Jun 24 14:02:05 +0000 2020;true public health response;neutral;neither
3053;1275791644449742850;Wed Jun 24 14:03:25 +0000 2020;calling out or correction;negative;neither
3054;1275792539295944704;Wed Jun 24 14:06:59 +0000 2020;calling out or correction;negative;neither
3055;1275793615701172226;Wed Jun 24 14:11:15 +0000 2020;calling out or correction;negative;offensive_language
3056;1275794894980775938;Wed Jun 24 14:16:20 +0000 2020;conspiracy;neutral;neither
3057;1275796327562125312;Wed Jun 24 14:22:02 +0000 2020;politics;positive;hate_speech
3058;1275798355151470592;Wed Jun 24 14:30:05 +0000 2020;sarcasm or satire;positive;neither
3059;1275799904594640896;Wed Jun 24 14:36:15 +0000 2020;calling out or correction;positive;neither
3060;1275801849371607048;Wed Jun 24 14:43:58 +0000 2020;calling out or correction;negative;hate_speech
3061;1275803716864675846;Wed Jun 24 14:51:24 +0000 2020;calling out or correction;positive;neither
3062;1275807890935250946;Wed Jun 24 15:07:59 +0000 2020;true prevention;positive;neither
3063;1275809068918222849;Wed Jun 24 15:12:40 +0000 2020;conspiracy;neutral;neither
3064;1275810958837862401;Wed Jun 24 15:20:10 +0000 2020;calling out or correction;positive;neither
3065;1275811070574309377;Wed Jun 24 15:20:37 +0000 2020;calling out or correction;negative;neither
3066;1275814284027506688;Wed Jun 24 15:33:23 +0000 2020;conspiracy;positive;offensive_language
3067;1275815573218304000;Wed Jun 24 15:38:30 +0000 2020;calling out or correction;positive;neither
3068;1275815997153345536;Wed Jun 24 15:40:11 +0000 2020;false fact or prevention;positive;neither
3069;1275822194874966016;Wed Jun 24 16:04:49 +0000 2020;calling out or correction;positive;neither
3070;1275822388056334336;Wed Jun 24 16:05:35 +0000 2020;calling out or correction;positive;neither
3071;1275823488440266752;Wed Jun 24 16:09:57 +0000 2020;calling out or correction;neutral;neither
3072;1275824324495237120;Wed Jun 24 16:13:17 +0000 2020;calling out or correction;positive;neither
3073;1275824573544632321;Wed Jun 24 16:14:16 +0000 2020;calling out or correction;negative;neither
3074;1275826883020685314;Wed Jun 24 16:23:27 +0000 2020;calling out or correction;negative;neither
3075;1275832161703211008;Wed Jun 24 16:44:25 +0000 2020;calling out or correction;negative;offensive_language
3076;1275834438702727173;Wed Jun 24 16:53:28 +0000 2020;calling out or correction;negative;neither
3077;1275836219432275968;Wed Jun 24 17:00:33 +0000 2020;conspiracy;negative;neither
3078;1275837504185384962;Wed Jun 24 17:05:39 +0000 2020;conspiracy;negative;neither
3079;1275846025610215427;Wed Jun 24 17:39:31 +0000 2020;sarcasm or satire;positive;neither
3080;1275851438787375106;Wed Jun 24 18:01:01 +0000 2020;politics;positive;neither
3081;1275860821936144386;Wed Jun 24 18:38:18 +0000 2020;calling out or correction;positive;neither
3082;1275906790673182722;Wed Jun 24 21:40:58 +0000 2020;politics;positive;neither
3083;1275973655441412097;Thu Jun 25 02:06:40 +0000 2020;conspiracy;negative;neither
3084;1276013114522206209;Thu Jun 25 04:43:28 +0000 2020;calling out or correction;positive;neither
3085;1276161236636446721;Thu Jun 25 14:32:03 +0000 2020;calling out or correction;neutral;offensive_language
3086;1276219772460511232;Thu Jun 25 18:24:39 +0000 2020;conspiracy;negative;neither
3087;1276365578123403264;Fri Jun 26 04:04:02 +0000 2020;true prevention;negative;neither
3088;1276395117843267585;Fri Jun 26 06:01:25 +0000 2020;calling out or correction;negative;neither
3089;1276671101586857992;Sat Jun 27 00:18:04 +0000 2020;fake cure;negative;hate_speech
3090;1276763837874573312;Sat Jun 27 06:26:34 +0000 2020;true public health response;neutral;neither
3091;1276826520049332224;Sat Jun 27 10:35:39 +0000 2020;calling out or correction;negative;neither
3092;1276888742691696641;Sat Jun 27 14:42:54 +0000 2020;conspiracy;negative;neither
3093;1276934430305726465;Sat Jun 27 17:44:27 +0000 2020;conspiracy;negative;neither
3094;1276999056838012931;Sat Jun 27 22:01:15 +0000 2020;calling out or correction;negative;neither
3095;1277574383855378433;Mon Jun 29 12:07:23 +0000 2020;sarcasm or satire;positive;neither
3096;1277592024800276481;Mon Jun 29 13:17:29 +0000 2020;conspiracy;negative;hate_speech
3097;1277611709331537921;Mon Jun 29 14:35:43 +0000 2020;ambiguous or hard to classify;negative;hate_speech
3098;1277629144851980288;Mon Jun 29 15:44:59 +0000 2020;calling out or correction;negative;neither
3099;1277636567083999232;Mon Jun 29 16:14:29 +0000 2020;conspiracy;negative;neither
3100;1277649045444583425;Mon Jun 29 17:04:04 +0000 2020;sarcasm or satire;positive;neither
3101;1277667933758595072;Mon Jun 29 18:19:07 +0000 2020;calling out or correction;negative;neither
3102;1277669998757064705;Mon Jun 29 18:27:20 +0000 2020;calling out or correction;negative;hate_speech
3103;1277671674155077633;Mon Jun 29 18:33:59 +0000 2020;conspiracy;negative;neither
3104;1277701327909466113;Mon Jun 29 20:31:49 +0000 2020;calling out or correction;positive;neither
3105;1277708736799227906;Mon Jun 29 21:01:16 +0000 2020;conspiracy;positive;neither
3106;1277731077256294400;Mon Jun 29 22:30:02 +0000 2020;conspiracy;positive;neither
3107;1277738007542595586;Mon Jun 29 22:57:34 +0000 2020;sarcasm or satire;negative;neither
3108;1277790368302432258;Tue Jun 30 02:25:38 +0000 2020;conspiracy;negative;offensive_language
3109;1277791156450013185;Tue Jun 30 02:28:46 +0000 2020;calling out or correction;negative;hate_speech
3110;1277796901111377920;Tue Jun 30 02:51:36 +0000 2020;calling out or correction;negative;neither
3111;1277882825077936129;Tue Jun 30 08:33:02 +0000 2020;calling out or correction;negative;neither
3112;1277932200030175238;Tue Jun 30 11:49:13 +0000 2020;calling out or correction;negative;hate_speech
3113;1277948737474703367;Tue Jun 30 12:54:56 +0000 2020;irrelevant;negative;neither
3114;1277966764085620738;Tue Jun 30 14:06:34 +0000 2020;conspiracy;negative;offensive_language
3115;1277982119248171014;Tue Jun 30 15:07:35 +0000 2020;sarcasm or satire;negative;neither
